FORM_NAME,FIELD_ID,SRC_CODE,SRC_CODE_ID,TARGET_CONCEPT_ID,LOCAL_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_DOMAIN_ID,TARGET_VOCABULARY_ID,TARGET_CONCEPT_CLASS_ID,TARGET_STANDARD_CONCEPT,TARGET_CONCEPT_CODE,PREDICATE_ID,CONFIDENCE,MODIFIER,NOTES
recruitment_survey,,recstartts,,2005200000,2005200000,Recruitment Survey Started Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
recruitment_survey,,reccmpts,,2005200001,2005200001,Recruitment Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
faq_survey,,faqcmpdat,,2005200477,2005200477,Performed date of FAQ survey,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
faq_survey,,faqstartts,,2005200002,2005200002,FAQ Survey Started Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
faq_survey,,faqcmpts,,2005200003,2005200003,FAQ Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
screening_survey,,scrcmpdat,,2005200479,2005200479,Performed date of screening survey,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
screening_survey,,mhterm_dm1,,2005200544,2005200544,Has your doctor or other health care provider ever told you that you have Type 1 diabetes mellitus,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
screening_survey,,mh_a1c,,2005200547,2005200547,Has your doctor or other health care provider ever told you that you have Elevated A1C levels (elevated blood sugars),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,269823000
screening_survey,,mhterm_dm2,,2005200545,2005200545,Has your doctor or other health care provider ever told you that you have Type 2 diabetes mellitus,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,LA10552-0 | 44054006
screening_survey,,mhterm_predm,,2005200546,2005200546,Has your doctor or other health care provider ever told you that you have Prediabetes,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,714628002
screening_survey,,cmtrt_a1c,,2005200548,2005200548,"Do you take pills to control your A1C and blood glucose levels? Examples: Metformin (Glucophage, Glumetza, Fortamet, Riomet), Glucotrol, Amaryl, DiaBeta, Blynase PresTab, Micronase, Actos, Avandia, Precose, Glyset, Prandin, Starlix, Januvia, Onglyza, Tradjenta, Nesina, Invokana, Farxiga, Jardiance, Welchol, and Cyclocet",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,4016042 | 170746002
screening_survey,,cmtrt_insln,,2005200549,2005200549,Do you inject insulin to control your blood glucose levels?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,440922 | 170747006
screening_survey,,cmtrt_glcs,,2005200550,2005200550,"Do you use other injections to control your blood glucose levels?  Examples: Victoza, Ozempic, Symlin, Tanzeum, and Trulicity",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,36714369 | 719566006
screening_survey,,cmtrt_lfst,,2005200004,2005200004,"Do you use lifestyle changes to control your A1C and blood glucose levels? Examples: regular exercise, avoiding sugary foods and beverages, eating a balanced diet with lots of vegetables, sticking to a consistent eating schedule",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,1148971005
screening_survey,,ancestry,,2005200557,2005200557,"What is your ancestry or ethnic origin?(Examples: Italian, Jamaican, African American, Cambodian, Cape Verdean, Cherokee, Navajo, Nez Pearce, Norwegian, Dominican, French Canadian, Haitian, Korean, Lebanese, Polish, Nigerian, Mexican, Taiwanese, Ukrainian, and so on.)",Observation,AIREADI,Survey,S,cope_a_11,skos:exactMatch,1,,Removed local extension code 2005200005
screening_survey,,scrstartts,,2005200006,2005200006, Screening Survey Started Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
screening_survey,,scrcmpts,,2005200007,2005200007, Screening Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
preconsent_survey,,preconcmpdat,,2005200422,2005200422,Performed date of Pre-consent survey/form,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
preconsent_survey,,preconstartts,,2005200008,2005200008, Pre-consent Survey Started Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
preconsent_survey,,preconcmpts,,2005200009,2005200009, Pre-consent Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
consent_survey,,icf_dat,,2005200423,2005200423,Performed date of Consent survey/form ,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
consent_survey,,c184390_dat,,2005200424,2005200424,Performed date of  paper consent,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
consent_survey,,icfsvyts,,2005200218,2005200218, Consent Survey Start Timestamp,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
consent_survey,,icfcmpts,,2005200219,2005200219,Consent Survey Completed Timestamp,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
staff_consent_attestation_survey,,icfa_dat,,2005200425,2005200425,Performed date of  Consent Attestation,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
participant_contact_information_survey,,prtcmpdat,,2005200426,2005200426,Performed date of  Participant contact survey/form,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
demographics_survey,,dmgcmpdat,,2005200427,2005200427,Performed date of  Demographic survey date ,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
demographics_survey,,dmgstartts,,2005200223,2005200223,Demographics Survey Started Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
demographics_survey,,dmgcmpts,,2005200224,2005200224,Demograhics Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
health_survey,,mhcmpdat,,2005200428,2005200428,Performed date of  Health survey ,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
health_survey,,mhoccur_circ,,2005200014,2005200014,"Has a doctor or other healthcare professional ever told you that you have/had Circulation problems (Examples: arteriosclerosis, atherosclerosis, blood clots in lungs or leg veins)",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,67434-1
health_survey,,mhoccur_lbp,,2005200447,2005200447,Has a doctor or other healthcare professional ever told you that you have/had low blood pressure,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Creating local code
health_survey,,mhoccur_pd,,2005200448,2005200448,Has a doctor or other healthcare professional ever told you that you have/had Parkinson's disease,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,LA27533-1
health_survey,,mhoccur_ad,,2005200449,2005200449,Has a doctor or other healthcare professional ever told you that you have/had Dementia,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Removed local code 2005200015
health_survey,,mhcat_adot,,2005200450,2005200450,Has a doctor or other healthcare professional ever told you that you have/had Alzheimer's disease,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
health_survey,,mhcat_dmtaot,,2005200451,2005200451,Has a doctor or other healthcare professional ever told you that you have other types of Dementia  or Alzheimer's Disease,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,LA6310-2
health_survey,,mhoccur_cogn,,2005200452,2005200452,Has a doctor or other healthcare professional ever told you that you have/had a mild cognitive impairment,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
health_survey,,mhoccur_ms,,2005200453,2005200453,Has a doctor or other healthcare professional ever told you that you have/had multiple sclerosis,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,use 374919 for yes
health_survey,,mhoccur_cns,,2005200454,2005200454,Has a doctor or other healthcare professional ever told you that you have/had neurocognitive disorder,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,use 46271045 for yes
health_survey,,mhoccur_cnsot,,2005200455,2005200455,Neurocognitive disorder please specify,Observation,AIREADI,Survey,S,,skos:exactMatch,1,value_as_concept_id|36309562 ,LA28880-5
health_survey,,mhoccur_ra,,2005200456,2005200456,Has a doctor or other healthcare professional ever told you that you have/had arthritis,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,use 4291025 for yes
health_survey,,mhoccur_oa,,2005200457,2005200457,Has a doctor or other healthcare professional ever told you that you have/had osteoporosis,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,LA10527-2
health_survey,,mhoccur_ca,,2005200458,2005200458,Has a doctor or other healthcare professional ever told you that you have/had cancer,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
health_survey,,mhoccur_cnrot,,2005200459,2005200459,Other cancer type please (specify),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
health_survey,,mhoccur_plm,,2005200460,2005200460,Has a doctor or other healthcare professional ever told you that you have/had chronic pulmonary (lung) disease,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
health_survey,,mhoccur_gi,,2005200461,2005200461,Has a doctor or other healthcare professional ever told you that you have/had digestive disease,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
health_survey,,mhoccur_ua,,2005200016,2005200016,"Has a doctor or other healthcare professional ever told you that you have/had Urinary problems (Examples: urinary tract infections, incontinence, prostate problems)",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,LA17005-2
health_survey,,mhoccur_rnl,,2005200017,2005200017,Has a doctor or other healthcare professional ever told you that you have/had Kidney problems,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,LA4591-9
health_survey,,mhoccur_ear,,2005200462,2005200462,Has a doctor or other healthcare professional ever told you that you have/had hearing impairment,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
health_survey,,mhoccur_obs,,2005200471,2005200471,Has a doctor or other healthcare professional ever told you that you have/had obesity,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
health_survey,,fh_dm2pt,,2005200018,2005200018,Were either of your parents diagnosed with Type II Diabetes?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,160303001
health_survey,,fh_dm2ptsp,,2005200463,2005200463,Was your mother or father diagnosed with Type II Diabetes?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
health_survey,,fh_dm2sb,,2005200019,2005200019,Has a sibling been diagnosed with Type II Diabetes?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,430679000
health_survey,,fh_dm2sbsp,,2005200464,2005200464,"If yes, please check all that apply: brother, sister, half-sister, half-brother",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,each answer options are mapped based on each checkboxes clicked
health_survey,,mhoccur_glc,,2005200465,2005200465,Glaucoma (in one or both eyes),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,23986001
health_survey,,mhoccur_amd,,2005200466,2005200466,Age related macular degeneration,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,267718000
health_survey,,mhoccur_crt,,2005200020,2005200020,Cataracts (in one or both eyes),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,LA16306-5
health_survey,,mhoccur_pdr,,2005200467,2005200467,Diabetic retinopathy (in one or both eyes),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,45672-3
health_survey,,mhoccur_rvo,,2005200468,2005200468,"Retinal vascular occlusion (""stroke in the eye or eye vessels"" - in one or both eyes)",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,73757007
health_survey,,mhoccur_ded,,2005200469,2005200469,Dry eye (in one or both eyes),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,162290004
health_survey,,mhoccur_yn,,2005200470,2005200470,"Have you been diagnosed with any conditions not listed above? (any condition, not just eyes)",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,76472-0
health_survey,,mhoccur_ot,,2005200472,2005200472,Other (specify),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,LA6310-2
health_survey,,mhstartts,,2005200021,2005200021, Health Survey Started Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
health_survey,,mhcmpts,,2005200022,2005200022, Heath Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
substance_use_survey,,sucmpdat,,2005200429,2005200429,Performed date of  Substance use survey ,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
substance_use_survey,,susmkstoage,,2005200023,2005200023,How many total years have you smoked?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,88029-4
substance_use_survey,,sualcage,,2005200551,2005200551,At what age did you start drinking alcohol? (Age started - years old),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,
substance_use_survey,,subrkncf,,2005200024,2005200024,Have you had any beer or ale in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,363905002
substance_use_survey,,subrdosfr,,2005200025,2005200025,"During the average week, how many 12 oz. bottles or cans of beer do you usually drink? (Number of bottles or cans per week)",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,363905002
substance_use_survey,,suwnkncf,,2005200026,2005200026,Have you had any wine in the past year?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,363905002
substance_use_survey,,suwndosfr,,2005200027,2005200027,"During the average week, how many 5 oz. glasses of wine do you usually drink?  The average wine bottle has 5 servings. (Number of glasses per week)",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,363905002
substance_use_survey,,sulqkncf,,2005200028,2005200028,"Have you had any liquor in the past year, such as brandy, whiskey, vodka, gin, schnapps, cocktails, or liqueurs?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,363905002
substance_use_survey,,sulqdosfr,,2005200029,2005200029,"During the average week, how many 1.5 oz. of liquor do you usually drink, either as shots or in mixed cocktails? (Number of drinks per week)",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,363905002
substance_use_survey,,sualcdrv,,2005200030,2005200030,"Do you drive after having a drink, even if it is only one drink?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,405137009
substance_use_survey,,suvpkncf1,,2005200031,2005200031,Have you ever vaped or used e-cigarettes?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,OMOP5181836
substance_use_survey,,suvpstage,,2005200032,2005200032,At what age did you start vaping or using e-cigarettes? (Age started - years old),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,OMOP5181836
substance_use_survey,,suvpcdur,,2005200033,2005200033,Do you vape or use e-cigarettes now?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,OMOP5181836
substance_use_survey,,suvptoage,,2005200034,2005200034,How many total years have you vaped or used e-cigarettes?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,OMOP5181836
substance_use_survey,,suvpdosfr,,2005200035,2005200035,"When you vaped or used e-cigarettes, approximately how many days in a typical week would you use it?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,103335007
substance_use_survey,,sumrjkncf,,2005200036,2005200036,"Have you ever used marijuana (cannabis)? (This includes smoking marijuana, using cannabis concentrates, and edibles.)",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,733460004
substance_use_survey,,sumrjcdur,,2005200473,2005200473,Do you use marijuana now?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,2005200473
substance_use_survey,,sumrjtrt,,2005200037,2005200037,In what form do you usually use marijuana?  (check all that apply),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,733460004
substance_use_survey,,sumrjceddur,,2005200038,2005200038,How many total years have you used marijuana?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,733460004
substance_use_survey,,sumrjfr,,2005200039,2005200039,"When you used marijuana, approximately how many days in a typical week would you use it?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,733460004
substance_use_survey,,sustartts,,2005200040,2005200040, Substance Use Survey Started Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
substance_use_survey,,sucmpts,,2005200041,2005200041, Substance Use Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
cesd10_survey,,cesmpdat,,2005200430,2005200430,Performed date of  CES-D-10 survey ,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
cesd10_survey,,cesstartts,,2005200139,2005200139, CES-D-10 Survey Started Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
cesd10_survey,,cescmpts,,2005200140,2005200140, CES-D-10 Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
paid5_dm_survey,,paidcmpdat,,2005200431,2005200431,Performed date of PAID-5 DM survey ,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
paid5_dm_survey,,paid_scrd,,2005200044,2005200044,Feeling scared when you think about living with diabetes,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,723113005
paid5_dm_survey,,paid_dpr,,2005200045,2005200045,Feeling depressed when you think about living with diabetes,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,366979004
paid5_dm_survey,,paid_wr,,2005200046,2005200046,Worrying about the future and the possibility of serious complications,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,247808006
paid5_dm_survey,,paid_eng,,2005200047,2005200047,Feeling that diabetes is taking up too much of your mental and physical energy every day,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,397695000
paid5_dm_survey,,paid_cml,,2005200048,2005200048,Coping with complications of diabetes,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,397706001
paid5_dm_survey,,paidscore,,2005200049,2005200049, PAID score,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,710834001
paid5_dm_survey,,paidstartts,,2005200050,2005200050, PAID-5 DM Survey Start Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
paid5_dm_survey,,paidcmpts,,2005200051,2005200051, PAID-5 DM Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
diabetes_survey,,dmlcmpdat,,2005200432,2005200432,Performed date of Diabetes survey,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
diabetes_survey,,dmlvex,,2005200277,2005200277,"In a typical week, how often do you engage in vigorous exercise? (Examples: hiking, jogging at 6 mph, shoveling, carrying heavy loads, bicycling fast (14-16 mph), playing basketball, playing soccer, playing tennis, or any activity during which you cannot say more than a few words without taking a breath)",Observation,AIREADI,Clinical Finding,S,,skos:exactMatch,1,,408579009
diabetes_survey,,dmlhex,,2005200278,2005200278,"How often would you say that you engage in daily home exercise? (Examples: stretching, calisthenics, or yoga)",Observation,AIREADI,Procedure,S,,skos:exactMatch,1,,229075007
diabetes_survey,,dmlsugar,,2005200305,2005200305,"When reflecting on your typical eating habits, which of the following options best describes how often you consume simple sugars?",Observation,AIREADI,Procedure,S,,skos:exactMatch,1,,710848001
diabetes_survey,,dmlgrain,,2005200306,2005200306,"In a typical day, how often do you consume whole grains? (Examples: include whole wheat, brown bread, or brown rice).",Observation,AIREADI,Procedure,S,,skos:exactMatch,1,,710848001
diabetes_survey,,dmledu,,2005200307,2005200307,"How often would you say that you engage in diabetes health education? (Examples:  consulting with a dietician, attending support groups, reading books on diabetes, using diabetes-focused websites, watching TV shows on health, or using health-focused apps on your phone or tablet)",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,398773005
diabetes_survey,,dmlfeet,,2005200308,2005200308,How often do you inspect your feet?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,4.7251E+13
diabetes_survey,,dmlmd,,2005200309,2005200309,Which of the following options best describes you with respect to physician care and medications?,Procedure,AIREADI,Survey,S,,skos:exactMatch,1,,410119004
diabetes_survey,,dmlstartts,,2005200310,2005200310, Diabetes Survey Started Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
diabetes_survey,,dmlcmpts,,2005200311,2005200311, Diabetes Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
dietary_survey,,dietcmpdat,,2005200433,2005200433,Performed date of Dietary survey,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
dietary_survey,,diet5,,2005200059,2005200059,"How many times a week did you eat beans (like pinto or black beans), chicken, or fish?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,870690008
dietary_survey,,diet6,,2005200060,2005200060,How many times a week did you eat regular snack chips or crackers (not low-fat)?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,230079003
dietary_survey,,diet7,,2005200061,2005200061,How many times a week did you eat desserts and other sweets (not the low-fat kind)?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,226463006
dietary_survey,,diet8,,2005200062,2005200062,"How much margarine, butter, or meat fat do you use to season vegetables or put on potatoes, bread or corn?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,870372004
dietary_survey,,diet9,,2005200063,2005200063,How many servings of fruit juice did you drink each day?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,226389005
dietary_survey,,dietscore,,2005200064,2005200064, Diet score,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,225388007
dietary_survey,,dietstartts,,2005200065,2005200065, Dietary Survey Start Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
dietary_survey,,dietcmpts,,2005200066,2005200066, Dietary Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
ophthalmic_survey,,viacmpdat,,2005200434,2005200434,Performed date of Ophthalmic survey ,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
ophthalmic_survey,,via1,,2005200067,2005200067,"How much difficulty, if any, do you have in recognizing a friend across the street? Would you say:",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,424348007
ophthalmic_survey,,via2,,2005200068,2005200068,"How much difficulty, if any, do you have reading print in newspapers, magazines, recipes, menus, or numbers on the telephone? Would you say:",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,66077-9
ophthalmic_survey,,via5,,2005200069,2005200069,You have indicated that you have not seen an eye care professional in the past 12 months. What is the main reason you have not visited an eye care professional in the past 12 months?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,410666004
ophthalmic_survey,,via6,,2005200070,2005200070,When was the last time you had an eye exam in which the pupils were dilated? (This would have made you temporarily sensitive to bright light),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,424986007
ophthalmic_survey,,viastartts,,2005200071,2005200071, Ophthalmic Survey Started Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
ophthalmic_survey,,viacmpts,,2005200072,2005200072, Ophthalmic Survey Completed Timestamp (from REDCap),Observation,AIREADI,Survey,S,,skos:exactMatch,1,,99423-6
px_sdoh_combined_survey,,pxsdohcmpdat,,2005200435,2005200435,Performed date of PhenX SDOH survey,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,Performed on value_as_concept_id = 1035260 | LA30233-3
px_sdoh_combined_survey,,pxep2,,2005200480,2005200480,Do you speak another language at home?,Observation,AIREADI,Survey,S,,skos:exactMatch,1,,LA30188-9
px_sdoh_combined_survey,,pxji1,,2005200073,2005200073,"Thinking about the next 12 months, how likely do you think it is that you will lose your job or be laid off?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,PX280301010000
px_sdoh_combined_survey,,pxji2,,2005200074,2005200074,"About how easy would it be for you to find a job with another employer with approximately the same income and fringe benefits you now have? Would you say very easy, somewhat easy, or not easy at all?",Observation,AIREADI,Survey,S,,skos:exactMatch,1,,PX280301020000
